,playerId,gameWeek,firstName,secondName,position,teamId,minutes,eventPoints,totalPoints,goalsScored,assists,cleanSheets,goalsConceded,penaltiesSaved,penaltiesMissed,ownGoals,yellowCards,redCards,saves,bonus,bonusPointsSystem,dreamTeamCount,nowCost,costChangeEvent,costChangeStart,selectedByPercent,valueForm,valueSeason,transfersIn,transfersInEvent,transfersOut,transfersOutEvent,influence,creativity,threat,ictIndex,expectedGoals,expectedAssists,expectedGoalInvolvements,expectedGoalsConceded,expectedGoalsPer90,expectedAssistsPer90,expectedGoalInvolvementsPer90,expectedGoalsConcededPer90,goalsConcededPer90,startsPer90,cleanSheetsPer90,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,playerName,previousPoints,avgPointsLast3,maxPointsLast5
6712,517,5,Aaron,Cresswell,2,19,17,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,40,0,0,1.5,0.0,0.8,0,0,0,0,3,11.8,0.0,1.5,0.0,0.01,0.01,0.68,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.3333333333333333,1.0
6713,517,6,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,1.0,0.3333333333333333,1.0
6714,517,7,Aaron,Cresswell,2,19,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,1.0,0.2,0.03,0.0,0.03,0.13,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.6666666666666666,1.0
6715,517,8,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,1.0,0.3333333333333333,1.0
6716,517,9,Aaron,Cresswell,2,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,0,0,1.5,0.0,0.8,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.3333333333333333,1.0
6717,517,10,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.0,1.0
6718,517,11,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.0,1.0
6719,517,12,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.0,0.0
6720,517,13,Aaron,Cresswell,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1.5,0.0,0.8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Cresswell,0.0,0.0,0.0
1200,93,5,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1201,93,6,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1202,93,7,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1203,93,8,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1204,93,9,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1205,93,10,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1206,93,11,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1207,93,12,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
1208,93,13,Aaron,Hickey,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1090,1155,1080,1120,1100,1190,Aaron Hickey,0.0,0.0,0.0
173,14,5,Aaron,Ramsdale,1,17,90,0,3,0,0,0,1,0,0,0,0,0,5,0,15,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,41,0.0,0.0,4.1,0.0,0.0,0.0,1.69,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,3.0,2.6666666666666665,3.0
174,14,6,Aaron,Ramsdale,1,17,90,0,2,0,0,0,3,0,0,0,0,0,3,0,5,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,22,0.0,0.0,2.3,0.0,0.0,0.0,1.38,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,3.0,2.6666666666666665,3.0
175,14,7,Aaron,Ramsdale,1,17,90,0,2,0,0,0,3,0,0,0,0,0,3,0,5,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,24,0.0,0.0,2.4,0.0,0.01,0.01,2.83,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,2.0,2.3333333333333335,3.0
176,14,8,Aaron,Ramsdale,1,17,90,0,1,0,0,0,3,0,0,0,0,0,1,0,-2,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,12,0.0,0.0,1.3,0.0,0.0,0.0,3.21,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,2.0,1.6666666666666667,3.0
177,14,9,Aaron,Ramsdale,1,17,90,0,4,0,0,0,1,0,0,0,0,0,6,0,24,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,41,0.0,0.0,4.1,0.0,0.0,0.0,2.95,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,1.0,2.3333333333333335,4.0
178,14,10,Aaron,Ramsdale,1,17,90,0,9,0,0,1,0,0,0,0,0,0,5,2,33,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,32,0.0,0.0,3.3,0.0,0.0,0.0,1.56,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,4.0,4.666666666666667,9.0
179,14,11,Aaron,Ramsdale,1,17,90,0,0,0,0,0,2,0,0,0,1,0,2,0,5,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,13,0.0,0.0,1.4,0.0,0.0,0.0,1.26,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,9.0,4.333333333333333,9.0
180,14,12,Aaron,Ramsdale,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,0.0,3.0,9.0
181,14,13,Aaron,Ramsdale,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-1,1.7,0.0,5.9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Aaron Ramsdale,0.0,0.0,9.0
5035,388,5,Aaron,Wan-Bissaka,2,19,90,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,45,1,0,3.7,2.0,8.7,0,0,0,0,26,39.0,6.0,7.1,0.0,0.29,0.29,2.19,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,2.0,1.3333333333333333,2.0
5036,388,6,Aaron,Wan-Bissaka,2,19,90,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,45,1,0,3.7,2.0,8.7,0,0,0,0,10,14.0,8.0,3.3,0.02,0.06,0.08,0.37,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,1.0,1.6666666666666667,2.0
5037,388,7,Aaron,Wan-Bissaka,2,19,90,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,45,1,0,3.7,2.0,8.7,0,0,0,0,12,13.7,11.0,3.7,0.02,0.09,0.11,0.65,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,2.0,1.6666666666666667,2.0
5038,388,8,Aaron,Wan-Bissaka,2,19,90,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,45,1,0,3.7,2.0,8.7,0,0,0,0,27,13.0,6.0,4.7,0.03,0.02,0.05,1.92,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,2.0,1.3333333333333333,2.0
5039,388,9,Aaron,Wan-Bissaka,2,19,90,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,45,1,0,3.7,2.0,8.7,0,0,0,0,20,4.0,6.0,3.0,0.0,0.04,0.04,2.12,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,0.0,1.3333333333333333,2.0
5040,388,10,Aaron,Wan-Bissaka,2,19,90,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,45,1,0,3.7,2.0,8.7,0,0,0,0,11,4.1,2.0,1.7,0.0,0.03,0.03,2.17,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,2.0,1.0,2.0
5041,388,11,Aaron,Wan-Bissaka,2,19,66,0,6,0,0,1,0,0,0,0,0,0,0,0,25,0,45,1,0,3.7,2.0,8.7,0,0,0,0,11,2.3,0.0,1.4,0.0,0.01,0.01,1.05,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,1.0,3.0,6.0
5042,388,12,Aaron,Wan-Bissaka,2,19,90,0,15,1,0,1,0,0,0,0,0,0,0,3,39,0,45,1,0,3.7,2.0,8.7,0,0,0,0,57,3.0,17.0,7.7,0.07,0.01,0.08,1.69,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,6.0,7.333333333333333,15.0
5043,388,13,Aaron,Wan-Bissaka,2,19,90,0,6,1,0,0,5,0,0,0,0,0,0,0,10,0,45,1,0,3.7,2.0,8.7,0,0,0,0,47,2.3,23.0,7.3,0.45,0.02,0.47,3.6,0,0,0,0,0,0,0,1100,1100,1080,1070,1120,1130,Aaron Wan-Bissaka,15.0,9.0,15.0
2812,217,5,Abdoulaye,Doucouré,3,8,90,0,2,0,0,0,1,0,0,0,0,0,0,0,14,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,12,2.8,3.0,1.8,0.02,0.01,0.03,0.66,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,0.0,1.0,2.0
2813,217,6,Abdoulaye,Doucouré,3,8,90,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,10,13.0,0.0,2.3,0.0,0.02,0.02,0.95,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,2.0,1.3333333333333333,2.0
2814,217,7,Abdoulaye,Doucouré,3,8,90,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,11,32.2,0.0,4.4,0.0,0.02,0.02,2.05,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,2.0,2.3333333333333335,3.0
2815,217,8,Abdoulaye,Doucouré,3,8,90,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,13,23.5,2.0,3.9,0.0,0.07,0.07,1.25,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,3.0,2.6666666666666665,3.0
2816,217,9,Abdoulaye,Doucouré,3,8,79,0,2,0,0,0,1,0,0,0,0,0,0,0,13,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,12,13.6,19.0,4.5,0.06,0.02,0.08,1.24,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,3.0,2.6666666666666665,3.0
2817,217,10,Abdoulaye,Doucouré,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,2.0,1.6666666666666667,3.0
2818,217,11,Abdoulaye,Doucouré,3,8,85,0,3,0,0,1,0,0,0,0,0,0,0,0,16,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,5,25.9,9.0,4.1,0.17,0.04,0.21,0.47,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,0.0,1.6666666666666667,3.0
2819,217,12,Abdoulaye,Doucouré,3,8,71,0,3,0,0,1,0,0,0,0,0,0,0,0,7,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,4,2.8,2.0,0.9,0.0,0.03,0.03,1.1,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,3.0,2.0,3.0
2820,217,13,Abdoulaye,Doucouré,3,8,90,0,2,0,0,0,4,0,0,0,0,0,0,0,13,0,51,0,-4,0.2,0.5,4.7,0,0,0,0,7,24.1,2.0,3.3,0.0,0.19,0.19,0.73,0,0,0,0,0,0,0,1080,1100,1080,1100,1080,1100,Abdoulaye Doucouré,3.0,2.6666666666666665,3.0
7401,570,5,Abdul,Fatawu,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,1.0,1.3333333333333333,8.0
7402,570,6,Abdul,Fatawu,3,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,1.0,1.0,2.0
7403,570,7,Abdul,Fatawu,3,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,0,0.0,2.0,0.2,0.03,0.0,0.03,0.5,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,1.0,1.0,2.0
7404,570,8,Abdul,Fatawu,3,11,31,0,4,0,1,0,0,0,0,0,0,0,0,0,16,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,25,11.6,46.0,8.3,0.17,0.34,0.51,0.45,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,1.0,2.0,4.0
7405,570,9,Abdul,Fatawu,3,11,90,0,2,0,0,0,3,0,0,0,0,0,0,0,11,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,11,17.4,13.0,4.2,0.01,0.09,0.1,1.73,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,4.0,2.3333333333333335,4.0
7406,570,10,Abdul,Fatawu,3,11,90,0,2,0,0,0,1,0,0,0,0,0,0,0,12,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,25,33.8,32.0,9.2,0.07,0.34,0.41,1.0,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,2.0,2.6666666666666665,4.0
7407,570,11,Abdul,Fatawu,3,11,90,0,2,0,0,0,3,0,0,0,0,0,0,0,18,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,18,2.2,13.0,3.3,0.01,0.04,0.05,0.7,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,2.0,2.0,4.0
7408,570,12,Abdul,Fatawu,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,2.0,1.3333333333333333,4.0
7409,570,13,Abdul,Fatawu,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-1,-3,0.2,0.1,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1075,1100,1060,1120,1090,1080,Abdul Fatawu,0.0,0.6666666666666666,2.0
5880,453,5,Adam,Armstrong,4,17,8,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,0.0,0.6666666666666666,2.0
5881,453,6,Adam,Armstrong,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,1.0,0.3333333333333333,1.0
5882,453,7,Adam,Armstrong,4,17,16,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,2,0.8,4.0,0.7,0.0,0.01,0.01,0.7,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,0.0,0.6666666666666666,1.0
5883,453,8,Adam,Armstrong,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,1.0,0.3333333333333333,1.0
5884,453,9,Adam,Armstrong,4,17,45,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,1,10.6,21.0,3.3,0.07,0.05,0.12,2.09,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,0.0,0.3333333333333333,1.0
5885,453,10,Adam,Armstrong,4,17,90,0,7,1,0,1,0,0,0,0,0,0,0,1,32,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,34,21.1,29.0,8.5,0.29,0.07,0.36,1.56,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,0.0,2.3333333333333335,7.0
5886,453,11,Adam,Armstrong,4,17,90,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,3,5.1,9.0,1.8,0.05,0.04,0.09,1.26,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,7.0,3.0,7.0
5887,453,12,Adam,Armstrong,4,17,76,0,7,1,1,0,2,0,1,0,1,0,0,1,33,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,51,14.0,38.0,10.4,0.93,0.09,1.02,1.95,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,2.0,5.333333333333333,7.0
5888,453,13,Adam,Armstrong,4,17,90,0,5,0,1,0,1,0,0,0,0,0,0,0,16,0,51,0,-4,0.8,0.9,5.3,0,0,0,0,5,13.0,18.0,3.7,0.24,0.01,0.25,1.6,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Armstrong,7.0,4.666666666666667,7.0
6010,463,5,Adam,Lallana,3,17,58,0,4,0,1,0,0,0,0,0,1,0,0,1,19,0,50,0,0,0.0,0.1,2.2,0,0,0,0,19,14.5,1.0,3.5,0.03,0.05,0.08,1.08,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,1.0,3.0,4.0
6011,463,6,Adam,Lallana,3,17,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0.0,0.1,2.2,0,0,0,0,1,3.5,5.0,1.0,0.05,0.08,0.13,0.09,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,4.0,1.6666666666666667,4.0
6012,463,7,Adam,Lallana,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0.1,2.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,0.0,1.3333333333333333,4.0
6013,463,8,Adam,Lallana,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0.1,2.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,0.0,0.0,4.0
6014,463,9,Adam,Lallana,3,17,59,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,50,0,0,0.0,0.1,2.2,0,0,0,0,8,2.8,0.0,1.1,0.0,0.01,0.01,1.55,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,0.0,0.0,4.0
6015,463,10,Adam,Lallana,3,17,45,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,50,0,0,0.0,0.1,2.2,0,0,0,0,6,7.1,2.0,1.5,0.0,0.01,0.01,0.19,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,0.0,0.3333333333333333,1.0
6016,463,11,Adam,Lallana,3,17,59,0,1,0,0,0,2,0,0,0,0,0,0,0,9,0,50,0,0,0.0,0.1,2.2,0,0,0,0,8,21.2,4.0,3.3,0.0,0.19,0.19,1.23,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,1.0,0.6666666666666666,1.0
6017,463,12,Adam,Lallana,3,17,36,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,50,0,0,0.0,0.1,2.2,0,0,0,0,3,6.3,0.0,1.0,0.0,0.04,0.04,0.54,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,1.0,0.6666666666666666,1.0
6018,463,13,Adam,Lallana,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0.1,2.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1060,1065,1060,1070,1060,1060,Adam Lallana,0.0,0.3333333333333333,1.0
1044,81,5,Adam,Smith,2,3,21,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,45,0,0,0.2,0.2,4.4,0,0,0,0,5,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,5.0,2.3333333333333335,5.0
1045,81,6,Adam,Smith,2,3,90,0,2,0,0,0,1,0,0,0,0,0,0,0,8,0,45,0,0,0.2,0.2,4.4,0,0,0,0,5,2.6,0.0,0.8,0.0,0.01,0.01,0.6,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,1.0,2.6666666666666665,5.0
1046,81,7,Adam,Smith,2,3,62,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,45,0,0,0.2,0.2,4.4,0,0,0,0,4,1.3,2.0,0.8,0.0,0.0,0.0,0.76,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,2.0,1.6666666666666667,5.0
1047,81,8,Adam,Smith,2,3,45,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,0.2,0.2,4.4,0,0,0,0,2,1.3,0.0,0.4,0.0,0.0,0.0,0.46,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,2.0,1.6666666666666667,5.0
1048,81,9,Adam,Smith,2,3,60,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,45,0,0,0.2,0.2,4.4,0,0,0,0,5,11.6,0.0,1.7,0.0,0.01,0.01,1.15,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,1.0,1.3333333333333333,2.0
1049,81,10,Adam,Smith,2,3,90,0,2,0,0,0,1,0,0,0,0,0,0,0,7,0,45,0,0,0.2,0.2,4.4,0,0,0,0,19,15.4,4.0,3.9,0.6,0.01,0.61,1.56,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,1.0,1.3333333333333333,2.0
1050,81,11,Adam,Smith,2,3,83,0,0,0,0,0,3,0,0,0,1,0,0,0,-10,0,45,0,0,0.2,0.2,4.4,0,0,0,0,5,1.9,0.0,0.8,0.0,0.01,0.01,1.12,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,2.0,1.0,2.0
1051,81,12,Adam,Smith,2,3,74,0,1,0,0,0,2,0,0,0,0,0,0,0,-1,0,45,0,0,0.2,0.2,4.4,0,0,0,0,6,1.3,0.0,0.8,0.0,0.0,0.0,0.91,0,0,0,0,0,0,0,1100,1145,1070,1130,1130,1160,Adam Smith,0.0,1.0,2.0
